address,antiphone,autonomous_status,bank_name,branches_summary,college_code,college_name,dist_from_hq,dist_from_railway,district,email,hostel_accommodation_available_boys,hostel_accommodation_available_girls,hostel_admission_fees,hostel_caution_deposit,hostel_electricity_charges,hostel_electricity_charges_boys,hostel_electricity_charges_girls,hostel_establishment_charges,hostel_max_transport_charges,hostel_mess_bill,hostel_mess_bill_boys,hostel_mess_bill_girls,hostel_min_transport_charges,hostel_permanent_or_rental,hostel_permanent_or_rental_boys,hostel_permanent_or_rental_girls,hostel_room_rent,hostel_room_rent_boys,hostel_room_rent_girls,hostel_transport_facilities,hostel_type_of_mess,hostel_type_of_mess_boys,hostel_type_of_mess_girls,minority_status,nearest_railway,note,phone_fax,pincode,principal_dean,taluk,website
"43/3, DEVIYAKURICHI (PO),",9655144999,No,UNION BANK OF INDIA,CS(120); EE(60),2643,"Bharathiyar Institute of Engineering for Women, Deviayakurichi, Attur Taluk, Salem District 636112",68,3,SALEM,bharathiyar@biew.ac.in,No,Yes,250,0,200,,,100,27600,4000,,,4800,Permanent,,,1300,,,Yes,Both,,,No,THALAIVASAL,,9655144999,636112,DR R PUNIDHA ME PHD,,www.biew.ac.in
"NH-79, SALEM TO CHENNAI HIGH",9786400274,No,BANK OF BARODA,AD(60); AM(30); CE(30),2646,"Tagore Institute of Engineering and Technology, Deviyakurichi, Attur Taluk, Salem District 636112",65,3,SALEM,principaltiet@tagoreiet.ac.in,Yes,Yes,2500,0,,100,100,0,17000,,3000,3000,3000,,Permanent,Permanent,,800,800,Yes,,Both,Both,No,THALAIVASAL,,4282231474,636112,DR S JAYANTHI,THALAIVASAL,www.tagoreiet.ac.in
"NATARAJAPURAM, NH-544 (SALEM TO",9842710606,No,INDIAN BANK,CS(60); EC(60); EE(60),2647,"J K K Nataraja College of Engineering and Technology, Komarapalayam Amani, Thattankuttai Panchayat, Namakkal District 638183",45,17,NAMAKKAL,engg@jkkn.ac.in,Yes,Yes,0,0,,100,100,0,5000,,3300,3300,5000,,Permanent,Permanent,,1250,1250,Yes,,Both,Both,No,ERODE,,9842710606,638183,DR T RUBAN DEVA PRAKASH,KUMARAPALAYAM,https://engg.jkkn.ac.in
NH 47 SANKARI MAIN ROAD,9786911333,Yes,INDIAN BANK,AU(60); CE(60); AD(60),2648,"Annapoorana Engineering College (Autonomous), Sankari Main Road, NH-47, Periaseeragapadi, Salem District 636308",15,15,SALEM,principalaecsalem@gmail.com,Yes,Yes,2500,1000,,0,0,5000,14000,,3250,3250,3000,,Permanent,Permanent,,15000,15000,Yes,,Both,Both,No,SALEM JUNCTION,,9442000648,636308,DR A ANBUCHEZIAN,SALEM,www.aecsalem.edu.in
"CECILIA GARDENS,",9443612959,No,UNION BANK OF INDIA,CE(30); CS(60),2650,"Christ The King Engineering College, Cecilia Gardens, Chikkarampalayam Village, Coimbatore District 641104",30,8,COIMBATORE,principal@ckec.ac.in,Yes,Yes,40000,0,,0,0,0,25000,,0,0,8000,,Permanent,Permanent,,0,0,Yes,,Both,Both,No,METTUPALAYAM,,9443612959,641104,DR JEYAKUMAR M,,www.ckec.ac.in
DHARAPURAM ROAD,9047098314,No,THE SOUTH INDIA BANK LTD,CE(30); CS(90); EE(60),2651,"Jai Shriram Engineering College, Dharapuram Road, Avinashi Palayam, Tiruppur District 638660",5,20,TIRUPPUR,principal@jayshriram.edu.in,Yes,Yes,0,0,,0,0,0,28000,,48000,48000,8000,,Permanent,Permanent,,12000,12000,Yes,,Both,Both,No,TIRUPUR,,4212313335,638660,DR R THIRUMALAI,TIRUPUR,www.jayshriram.edu.in
"KARUNDEVANPALAYAM,NANJAI",9677794947,Yes,INDIAN BANK,AD(30); IT(30); CS(60),2652,"AL-Ameen Engineering College (Autonomous), KarundevanPalayam, NanjaiUthukuli Post, Erode District 638104",11,10,ERODE,alameenengg@yahoo.com,Yes,Yes,500,3000,,200,200,1000,18000,,3300,3300,7000,,Permanent,Permanent,,1000,1000,Yes,,Both,Both,No,ERODE JUNCTION,,9677794947,638104,DR A M J MD ZUBAIR RAHMAN,MODAKURUCHI,www.alameen.ac.in
"KIOT CAMPUS, KAKAPALAYAM (PO),",9790041414,Yes,UNION BANK OF INDIA,ME(120); EC(120); EE(60),2653,"Knowledge Institute of Technology(Autonomous), KIOT Campus, Kakapalayam Post, Salem District 637504",24,24,SALEM,principal@kiot.ac.in,Yes,Yes,1000,5000,,16000,16000,1000,26000,,4000,4000,10000,,Permanent,Permanent,,11000,11000,Yes,,Both,Both,No,SALEM JUNCTION,,4272433999,637504,DR PSS SRINIVASAN,SALEM,www.kiot.ac.in
"EBET KNOWLEDGE PARK,ERODE",9487811008,No,BANK OF BARODA,AD(60); CE(60); CS(60),2656,"Builders Engineering college, Nathakadaiyur, Erode Road, Palayakottai Village, Kangeyam, Tiruppur District 638108",35,35,TIRUPPUR,info@builderscollege.edu.in,Yes,Yes,0,0,,0,0,0,28000,,3000,3000,6000,,Permanent,Permanent,,2000,2000,Yes,,Both,Both,No,ERODE JUNCTION,,4257241935,638108,DR S RAMKUMAR,KANGEYAM,www.builderscollege.edu.in
NH-47 MAIN ROAD,9443143131,No,INDIAN OVERSEAS BANK,CE(30); BM(60); CS(60),2658,"V S A Group of Institutions, NH-47, Uthamasola Puram Post, Salem District",8,12,SALEM,vsacollege@gmail.com,Yes,Yes,8000,0,,100,100,1200,24000,,2100,2100,2400,,Permanent,Permanent,,1050,1050,Yes,,Both,Both,No,SALEM,,9443143131,636010,DR R PRABHU,SALEM,www.vsagroup.ac.in
,,,,,2659,"Salem College of Engineering and Technology, Salem-Attur Main Road, NH-68, MettupattyPerumapalayam, Salem District 636111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No detail page found in PDF,,,,,
SATHINAICKENPALAYAM,9790463785,No,CITY UNION BANK,AD(60); AG(30); CE(30),2661,"Vivekanandha College of Technology for Women, Sathinaickenpalayam, Elayampalayam Village, Kumaramangalam, Namakkal District 637205",30,26,NAMAKKAL,principal@vctw.ac.in,No,Yes,0,5000,0,,,0,0,3000,,,0,Permanent,,,2000,,,Yes,Both,,,No,ERODE,,9443316543,637205,DR M DEVI,TIRUCHENGODE,www.vctw.ac.in
"MALLASAMUDRAM,TIRUCHENGODE,",9443489464,No,UNION BANK OF INDIA,AE(60); CE(60); CS(120),2665,"Mahendra Institute of Engineering and Technology, Mahendrapuri, Mallasamudram, Namakkal District 637503",45,25,NAMAKKAL,principal@miet.asia,Yes,Yes,500,5000,,1200,1200,5000,35000,,40000,40000,5000,,Permanent,Permanent,,23000,23000,Yes,,Both,Both,No,SALEM,,9443489464,637503,DR M SENTHILKUMAR,TIRUCHENGODE,www.miet.asia
"NH 544, SALEM MAIN ROAD, SANKARI",9965577789,No,AXIS BANK,AR(40),2667,"Excel College of Architecture and Planning, NH-544, Salem Main Road, Pallakapalayam, Sankari West Post, Komarapalayam Taluk, Namakkal District",45,10,NAMAKKAL,excelarch@gmail.com,Yes,Yes,1000,10000,,200,200,4000,12000,,3300,3300,4500,,Permanent,Permanent,,2000,2000,Yes,,Both,Both,No,SANKARI,,9842716900,637303,BALAJI V,KOMARAPALAYAM,www.excelinstitutions.com/excel_arch/
"899/1 & 898/2, OOTY MAIN ROAD",9600292686,No,CANARA BANK,AM(30); SC(30); IT(60),2673,"Sree Sakthi Engineering College, Bettathapuram, Bilichi Village, Karamadai, Coimbatore District 641104",18,18,2673,principal@sreesakthi.edu.in,Yes,Yes,5000,0,,200,200,0,38000,,3000,3000,19000,,Permanent,Permanent,,2000,2000,Yes,,Both,Both,No,COIMBATORE,,9600292686,641104,DR G RANGANATHAN,METTUPALAYAM,www.sreesakthi.edu.in
B PALLIPATTI,9442586159,No,INDIAN BANK,AG(60); BM(60); IT(60),2683,"Shreenivasa Engineering College, B Pallipatti, Bommidi, Pappireddipatti Taluk, Dharmapuri District 635301",35,5,2683,principal205@gmail.com,Yes,Yes,500,0,,0,0,0,15000,,3000,2500,3000,,Permanent,Permanent,,10000,10000,Yes,,Both,Both,No,BOMMIDI,,4346291056,635301,DR N NANDHAGOPAL,PAPPIREDDIPATTI,www.shreenivasa.info
SATHY-BHAVANI(STATEHIGHWAY),9842217170,Yes,AXIS BANK LTD,BM(60); CD(60); CE(30); AD(60),2702,"Bannari Amman Institute of Technology (Autonomous), Sathyamanagalam, Erode District 638401",65,65,ERODE,stayahead@bitsathy.ac.in,Yes,Yes,0,5000,,800,800,6000,45000,,3900,3900,8000,,Permanent,Permanent,,3100,3100,Yes,,Veg,Veg,No,ERODE,,9942921289,638401,DR C PALANISAMY,SATHYAMANGALAM,bitsathy.ac.in
"VELLIMALAIPATTINAM,",9965192996,Yes,UNION BANK OF INDIA,CE(30); CS(120),2704,"Coimbatore Institute of Engineering and Technolgoy (Autonomous), Narasipuram Post, Coimbatore District 641109",20,20,COIMBATORE,info@cietcbe.edu.in,Yes,Yes,250,5000,,1500,1500,750,25000,,3350,3350,12000,,Permanent,Permanent,,20000,20000,Yes,,Both,Both,No,COIMBATORE,,9790038605,641109,DR N NAGARAJAN,,www.cietcbe.edu.in
"CSI COLLEGE OF ENGINEERING,",9443360750,No,CANARA BANK YELLANALLI,CE(30); CS(120); EE(60),2705,"CSI College of Engineering, Ketti, The Nilgiris 643215",10,1,NILGIRIS,principal@csice.edu.in,Yes,Yes,1000,5000,,500,500,4000,27000,,4000,4000,8000,,Permanent,Permanent,,2000,2000,Yes,,Both,Both,Yes,KETTI RAILWAY STATION,,4232517474,643215,DR P D ARUMAIRAJ,COONOOR,www.csice.edu.in
"UDUMALAI ROAD,",9843867704,Yes,KARUR VYSYA BANK,AD(120); AM(60); SC(60),2706,"Dr. Mahalingam College of Engineering and Technology (Autonomous), Mackinaickenpatti Post, Pollachi Taluk, Coimbatore District 642003",45,5,COIMBATORE,principal@drmcet.ac.in,Yes,Yes,500,5000,,300,300,20000,0,,2500,2500,0,,Permanent,Permanent,,3600,3600,Yes,,Veg,Veg,No,POLLACHI,,4259236030,642003,DR P GOVINDASAMY,POLLACHI,www.mcet.in
"THUDUPATHI, PERUNDURAI TK,",9486783867,Yes,CITY UNION BANK LTD,AD(120); AG(60); BM(60),2707,"Erode Sengunthar Engineering College (Autonomous), Thudupathi Post, Erode District 638057",25,25,ERODE,esecprincipal@gmail.com,Yes,Yes,500,0,,7000,7000,8500,26500,,3500,3500,4700,,Permanent,Permanent,,14000,14000,Yes,,Both,Both,No,ERODE,,9442132706,638057,DR V VENKATACHALAM,PERUNDURAI,www.erode-sengunthar.ac.in
"VALLEY CAMPUS, POLLACHI HIGH",9894301002,Yes,CITY UNION BANK,AE(60); AG(60); AL(60),2708,"Hindusthan College of Engineering and Technology (Autonomous), Othakkalmandapam Post, Coimbatore District 641032",13,12,COIMBATORE,hindusthan107@gmail.com,Yes,Yes,1500,0,,600,600,0,28000,,2900,2700,10000,,Permanent,Permanent,,1300,1200,Yes,,Both,Both,No,COIMBATORE,,8098333333,641032,DR J JAYA M TECH PH D,COIMBATORE SOUTH,www.hindusthan.net
"SRI VASAVI COLLEGE (PO), ERODE",9245156617,No,STATE BANK OF INDIA,AU(60); CE(60); CS(60),2709,"Government Engineering College (Formerly Institute of Road and Transport Technology), Vasavi College Post, Erode District 638316",15,17,2709,gceeprincipal@gmail.com,Yes,Yes,200,500,,500,500,2750,7000,,3000,2700,3500,,Permanent,Permanent,,427,427,Yes,,,,No,ERODE,,4242533279,638316,DR R MURUGESAN,ERODE,www.gcee.ac.in
"S.F.NO.758, 759 &760",9842159855,Yes,AXIS BANK,CE(60); CD(60),2710,"Karpagam College of Engineering (Autonomous), Othakkalmandapam, Coimbatore District 641032",18,18,COIMBATORE,office@kce.ac.in,Yes,Yes,5000,0,,600,600,0,35000,,4500,4500,20000,,Permanent,Permanent,,1900,1900,Yes,,Both,Both,Yes,COIMBATORE,,4222619007,641032,DR V KUMAR CHINNAIYAN,,http://www.kce.ac.in
PERUNDURAI RAILWAY STATION,9965277765,Yes,KARUR VYSYA BANK LIMITED,AL(120); AU(30),2711,"Kongu Engineering College (Autonomous), Perundurai, Erode District 638052 Kongu School of Architecture, Kongu Engineering College Campus, Perundurai",18,20,ERODE,principal@kongu.edu,Yes,Yes,0,0,,500,500,0,31100,,3000,3000,7000,,Permanent,Permanent,,4500,4500,Yes,,Veg,Veg,No,ERODE,,4294226555,638060,DR V BALUSAMY BE HONS MTECH,,www.kongu.ac.in
CHINNAVEDAMPATTI,9944489489,Yes,KARUR VYSYA BANK,AD(120); AE(69); AU(60),2712,"Kumaraguru College of Technology (Autonomous), Chinnavedampatti Post, Coimbatore District 641006",12,12,COIMBATORE,principal@kct.ac.in,Yes,Yes,1000,5000,,5000,5000,15000,38000,,5000,5000,25000,,Permanent,Permanent,,24000,24000,Yes,,Veg,Veg,No,COIMBATORE CENTRAL,,4222661100,641049,DR D SARAVANAN,COIMBATORE NORTH,www.kct.ac.in
"SUDHANANDHEN KALVI NAGAR,",9443023112,No,INDIAN BANK,CE(30); CS(60); EC(60),2713,"M P Nachimuthu M Jaganathan Engineering College, Chennimalai, Erode District 638112",20,20,ERODE,mpnmjec@mpnmjec.ac.in,Yes,Yes,500,0,,750,750,0,25000,,3000,3000,3800,,Permanent,Permanent,,15000,15000,Yes,,Veg,Veg,No,ERODE,,4294251616,638112,DR M RAMESH,PERUNDURAI,www.mpnmjec.ac.in
"ERODE PERUNDURAI MAIN ROAD,",9750660111,Yes,INDIAN BANK,BM(60),2715,"Nandha Engineering College (Autonomous), Pitchandampalayam Post, Erode District 638052",12,12,ERODE,principal@nandhaengg.org,Yes,Yes,0,0,,0,0,0,20000,,3000,3000,10000,,Permanent,Permanent,,1000,1000,Yes,,Both,Both,No,ERODE JUNCTION,,7373714477,638052,DR N RENGARAJAN,PERUNDURAI,www.nandhaengg.org
"NH-47, AVINASHI ROAD, KANIYUR",9942477773,No,CANARA BANK,AE(60); AG(60); BM(60),2716,"Park College of Engineering and Technology, Kaniyur, Coimbatore District",25,22,2716,info@park.ac.in,Yes,Yes,0,0,,0,0,0,35000,,3500,3500,10000,,Permanent,Permanent,,2000,2000,Yes,,Both,Both,No,COIMBATORE,,9443792222,641659,DR D LAKSHMANAN,SULUR,www.pcet.ac.in
,,,,,2717,"Sasurie College of Engineering, Vijayamangalam, Tiruppur District 638056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No detail page found in PDF,,,,,
KUNIAMUTHUR,9843169584,Yes,AXIS BANK,AD(129); CB(69); CE(69),2718,"Sri Krishna College of Enginering and Technology (Autonomous) ,Kuniamuthur, Coimbatore District 641008",10,10,2718,principal@skcet.ac.in,Yes,Yes,5000,0,,10000,10000,10000,70000,,6000,6000,60000,,Permanent,Permanent,,35000,35000,Yes,,Veg,Veg,No,COIMBATORE JUNCTION,,4222678001,641008,DR J JANET,COIMBATORE SOUTH,www.skcet.ac.in
"VATTAMALAIPALAYAM, N.G.G.O.",9994266855,Yes,ICICI BANK,AE(30); BM(60); CE(60),2719,"Sri Ramakrishna Engineering College (Autonomous), Vattamalaipalayam, Coimbatore District 641022",16,16,COIMBATORE,office@srec.ac.in,Yes,Yes,5000,0,,16000,16000,12000,49000,,2750,2750,22000,,Permanent,Permanent,,19000,19000,Yes,,Both,Both,No,COIMBATORE,,7530089996,641022,DR N R ALAMELU,COIMBATORE NORTH,www.srec.ac.in
PALANISAME RAVI NAGAR,9894612700,No,CANARA BANK,AD(30); AU(30); CE(30),2721,"Tamilnadu College of Engineering, Karumathampatti Post, Coimbatore District",25,25,COIMBATORE,tce@tnce.in,Yes,Yes,0,0,,0,0,0,35000,,3500,3500,10000,,Permanent,Permanent,,2000,2000,Yes,,Both,Both,No,COIMBATORE,,9894612700,641659,DR M KARTHIKEYAN,SULUR,www.tnce.in
"KOVAIPUDUR, COIMBATORE",9865816671,Yes,STATE BANK OF INDIA,CE(60); CS(240); EC(180),2722,"Sri Krishna College of Technology (Autonomous) ,Kovaipudur Post, Coimbatore District 641042",10,10,,info@skct.edu.in,Yes,Yes,5000,0,,10000,10000,10000,70000,,6000,6000,30000,,Permanent,Permanent,,35000,35000,Yes,,Veg,Veg,No,COIMBATORE JUNCTION,,4222984567,641042,DR M G SUMITHRA,MADUKKARAI,www.skct.edu.in
"PERUNDURAI MAIN ROAD, THINDAL",9750924402,Yes,BANK OF BARODA,BM(120); CE(30); CS(120),2723,"Velalar College of Engineering and Technology (Autonomous), Thindal Post, Erode District 638012",4,7,ERODE,principal@velalarengg.ac.in,Yes,Yes,0,0,,260,260,12500,16200,,3290,3290,5500,,Permanent,Permanent,,17000,17000,Yes,,Veg,Veg,No,ERODE,,4242244201,638012,DR M JAYARAMAN,ERODE,www.velalarengg.ac.in
"PACHAPALAYAM, PERUR",9842693221,Yes,INDIAN BANK,CS(180); EE(30); EC(60),2725,"Sri Ramakrishna Institute of Technology (Autonomous), Pachapalayam, Coimbatore District 641010",12,12,COIMBATORE,principal@srit.org,Yes,Yes,5000,0,,1000,1000,1083,49000,,2667,2667,23000,,Permanent,Permanent,,1917,1917,Yes,,Both,Both,No,COIMBATORE JUNCTION,,4222605577,641010,DR M PAULRAJ,COIMBATORE SOUTH,www.srit.org
"SNS KALVI NAGAR, SATHY MAIN",9597405666,Yes,CENTRAL BANK OF INDIA,AG(60); CE(60),2726,"SNS College of Technology (Autonomous), Kalappatti Post, Coimbatore District",10,10,COIMBATORE,snsct@snsgroups.com,Yes,Yes,5000,0,,0,0,0,39500,,4000,4000,16000,,Permanent,Permanent,,40000,40000,Yes,,Veg,Veg,No,COIMBATORE CENTRAL,,7550316701,641035,DR S CHENTHUR PANDIAN,COIMBATORE NORTH,www.snsct.org
L&T,9443687165,Yes,BANK OF BARODA,IT(180); EC(120),2727,"Sri Shakthi Institute of Engineering and Technology (Autonomous), L&T Bye- Pass, Venkitapuram Post, Comibatore District 641062",16,2,COIMBATORE,principal@siet.ac.in,Yes,Yes,5000,5000,,800,800,15000,33000,,3400,3400,9500,,Permanent,Permanent,,30000,30000,Yes,,Both,Both,No,IRUGUR,,4222369900,641062,DR A R RAVIKUMAR,,www.siet.ac.in
"TCE CAMPUS, KARUMATHAMPATTI",9442208932,No,CANARA BANK,AR(40),2728,"Tamilnadu School of Architecture, Tamilnadu College of Engineering Campus, Karumathampatti Post, Coimbatore District 641659",30,30,2728,info@tnsa.ac.in,Yes,Yes,500,5000,,500,500,1000,20000,,2500,2500,5000,,Permanent,Permanent,,2500,2500,Yes,,Both,Both,No,COIMBATORE,,9442208932,641659,PROF SURESH KUMAR D,SULUR,www.tnsa.ac.in
"NEHRU GARDENS,",9345451066,No,HDFC BANK,CB(60); AE(120),2729,"Nehru Institute of Engineering and Technology, Thirumalayampalayam Post, Coimbatore District 641105",15,4,COIMBATORE,nirtprincipal@nehrucolleges.com,Yes,Yes,0,1000,,0,0,0,15000,,45000,45000,6000,,Permanent,Permanent,,30000,30000,Yes,,Both,Both,No,MADUKKARAI,,9003936804,641105,DR P MANIIARASAN,,www.nehrucolleges.org
"KUMARAN KOTTAM CAMPUS,",9843232403,No,TAMILNADU GRAMA BANK,CS(60); EC(60); AD(90),2731,"R V S College of Engineering and Technology, Kannampalayam, Sulur, Coimbatore District 641402",15,15,COIMBATORE,principal@rvscet.ac.in,Yes,Yes,3000,0,,0,0,0,30000,,50000,50000,7000,,Permanent,Permanent,,20000,20000,Yes,,Both,Both,No,COIMBATORE JUNCTION,,7502328000,641402,DR M KANNAN,SULUR,www.rvscet.ac.in
NH 209 SATHY ROAD SS KULAM,9884335665,No,KARUR VYSYA BANK,CS(90); EC(60); EE(30),2732,"Info Institute of Engineering, Sarkar Samakulam, Coimbatore District 641107",20,16,COIMBATORE,info@infoengg.com,Yes,Yes,5000,5000,,5000,5000,0,30000,,45000,45000,10000,,Permanent,Permanent,,15000,15000,Yes,,Both,Both,No,COIMBATORE JUNCTION,,8489412277,641107,DR N KOTTISWARAN,COIMBATORE NORTH,www.infoengg.com
"ANGEL NAGER, DHARAPURAM",9994405029,No,KARUR VYSYA BANK,CE(60); CS(60); EE(60),2733,"Angel College of Engineering and Technology, P.K. Palayam, Ugayanur Village, Tirupur District 641 665",12,15,TIRUPPUR,principal@angelcollege.edu.in,Yes,Yes,0,0,,0,0,0,12000,,3000,3000,5000,,Rental,Rental,,12000,12000,Yes,,Both,Both,No,TIRUPUR,,9952358692,641665,DR E ARUN,TIRUPPUR SOUTH,https://angelcollege.edu.in/
"SNS KALVI NAGAR, SATHY MAIN",9894030121,Yes,CENTRAL BANK OF INDIA CROSS,EC(60); EE(30),2734,"SNS College of Engineering (Autonomous), Sathy Main Road, Kurumbapalayam Post, Coimbatore District 641107",10,10,COIMBATORE,principal@snsce.ac.in,Yes,Yes,5000,0,,0,0,0,39500,,4000,4000,16000,,Permanent,Permanent,,40000,40000,Yes,,Veg,Veg,No,COIMBATORE,,7550316708,641107,DR S CHARLES,,www.snsce.ac.in
"S.F.NO.247,248,LT BYEPASS",8428211211,No,AXIS BANK,AD(60); EC(180),2735,"Karpagam Institute of Technology, Seerapalayam Village, L&T By pass Road, Coimbatore District 641021",10,10,COIMBATORE,principalkit@gmail.com,Yes,Yes,5000,0,,600,600,0,35000,,4500,4500,20000,,Permanent,Permanent,,1900,1900,Yes,,Both,Both,Yes,COIMBATORE,,7397013334,641105,DR P MANIMARAN,MADUKKARAI,www.karpagamtech.ac.in
"KALAPATTI ROAD, COIMBATORE",9025286806,Yes,INDIAN BANK,AD(120); BM(60); CB(60),2736,"Dr. N G P Institute of Technology (Autonomous), Kalapatti Road, Coimbatore District 641035",12,12,2736,principal@drngpit.ac.in,Yes,Yes,0,0,,0,0,0,50150,,3500,3500,10150,,Permanent,Permanent,,3600,3200,Yes,,Both,Both,No,COIMBATORE,,8754955886,641048,DR S U PRABHA,COIMBATORE (NORTH),www.drngpit.ac.in
"REC KALVI NAGAR, VIRALIYUR",7373548413,No,BANK OF BARODA,CS(60); AM(30),2737,"Sri Sai Ranganathan Engineering College, Zahirnaickenpalayam Village, Viraliyur Post, Thondamuthur Via, Coimbatore District 641109",25,24,COIMBATORE,rec.cbe@gmail.com,Yes,Yes,5000,5000,,5000,5000,5000,35000,,40000,40000,10000,,Permanent,Permanent,,20000,20000,Yes,,Both,Both,No,COIMBATORE JUNCTION,,9500981246,641109,DR V RAJENDRAN,,www.reccbe.ac.in
"KONDAMPATTI POST, VADASITHUR",9842704129,Yes,UNION BANK OF INDIA,CS(180); EC(180); EE(60),2739,"Sri Eshwar College of Engineering (Autonomous), Kondampatti Post, Vadasithur (Via), Kinathukadavu, Coimbatore District 641202",24,5,COIMBATORE,sece@sece.ac.in,Yes,Yes,500,0,,6000,6000,5000,38000,,4500,4500,12000,,Permanent,Permanent,,30000,30000,Yes,,Both,Both,No,KINATHUKADAVU JN,,7373617171,641202,DR SUDHA MOHANRAM,KINATHUKADAVU,www.sece.ac.in
"VALLY CAMPUS,POLLACHI",9994630696,Yes,CITY UNION BANK,CS(180); EC(120),2740,"Hindusthan Institute of Technology (Autonomous), Othakkalmandapam, Coimbatore District 641032",13,13,COIMBATORE,hitprincipal@hindusthan.net,Yes,Yes,1500,0,,600,600,0,28000,,2900,2700,10000,,Permanent,Permanent,,1300,1200,Yes,,Both,Both,No,COIMBATORE,,9047010006,641032,DR C NATARAJAN,,www.hit.edu.in
"PALLADAM ROAD, POLLACHI",9486661800,Yes,BANK OF BARODA,AD(60); CS(180); EC(120),2741,"P A College of Engineering and Technology (Autonomous), Palladam Road, Pollachi, Coimbatore District 642002",45,6,2741,pacollege@yahoo.com,Yes,Yes,200,2000,,200,200,9000,27000,,2500,2500,9000,,Permanent,Permanent,,1200,1200,Yes,,Veg,Veg,No,POLLACHI,,4259221386,642002,DR T MANIGANDAN,POLLACHI,www.pacolleges.org
"NH 47, PALAKKAD MAIN ROAD,",9944773755,No,INDIAN OVERSEAS BANK,AG(30); BM(60),2743,"Dhanalakshmi Srinivasan College of Engineering (CBE), NH47, Palakkad Main Road, Navakkarai Post, Near Nandhi Temple, Coimbatore District 641105",22,6,COIMBATORE,dscollegecbe@gmail.com,Yes,Yes,0,0,,0,0,5000,28000,,3500,3500,6000,,Permanent,Permanent,,30000,30000,Yes,,Both,Both,Yes,WALAYAR,,4222935353,641105,DR C JEGADHEESAN,,www.dsce.ac.in
"SATHY MAIN ROAD,",9942245591,No,THE FEDERAL BANK LTD,CS(60); EE(30),2744,"Adithya Institute of Technology, Kurumbapalayam Village, Coimbatore District",14,15,COIMBATORE,principal@adithyatech.com,Yes,Yes,500,3000,,350,350,3000,30000,,4000,4000,15000,,Permanent,Permanent,,2500,2500,Yes,,Both,Both,No,COIMBATORE CENTRAL,,9842215906,641107,DR D SOMASUNDASWARI,,www.adithyatech.edu.in
NEELAMBUR AVINASHI ROAD,9626273374,No,TAMILNAD MERCANTILE BANK,CO(30); AD(60); CS(60),2745,"Kathir College of Engineering, Neelambur, Avinashi Road, Coimbatore District",18,18,2745,kathirce@gmail.com,Yes,Yes,5000,0,,0,0,0,26000,,3000,3000,12000,,Permanent,Permanent,,30000,30000,Yes,,Both,Both,No,COIMBATORE JUNCTION,,9626273374,641062,DR R UDAIYAKUMAR,SULUR,www.kathir.ac.in
SHREE VENKATESHWARA HI TECH,9865066242,Yes,INDIAN OVERSEAS BANK,CS(120),2747,"Shree Venkateshwara Hi-Tech Engineering College, (Autonomous) Othakuthirai, K Mettupalayam Post, Gobichettipalayam, Erode District 638455",30,31,ERODE,svhecgobi@gmail.com,Yes,Yes,0,0,,0,0,0,20000,,3500,3500,5500,,Permanent,Permanent,,1000,1000,Yes,,Both,Both,No,ERODE,,9942945555,638455,P THANGAVEL,GOBICHETTIPALAYAM,www.svhec.com
SURYA ENGINEERING,9750508644,No,THE FEDERAL BANK LTD,CE(30); ME(60),2748,"Surya Engineering College, Mettukadai, Kathirampatti Post, Erode District",8,10,ERODE,secerode@gmail.com,Yes,Yes,500,1000,,1800,1800,5000,15000,,30000,30000,5000,,Permanent,Permanent,,7200,7200,Yes,,Both,Both,No,ERODE RAILWAY JUNCTION,,4242555018,638107,DR S MANOHARAN,,WWW.SURYA.AC.IN
NH-47 PALAKKAD MAIN ROAD,9364445555,No,INDIAN BANK,AD(60); AG(60); CS(60),2749,"Easa College of Engineering and Technology, NH-47, Coimbatore-Palakkad Main Road, Navakarai Post, Coimbatore District 641105",20,16,COIMBATORE,easaprincipal@gmail.com,Yes,Yes,1000,5000,,500,500,5000,37000,,4000,4000,17000,,Permanent,Permanent,,1500,1500,Yes,,Both,Both,No,COIMBATORE,,9364445555,641105,DR Z ROBERT KENNEDY,MADUKKARAI,www.easacollege.com
"SF NO. 282, 283 KANNAMPALAYAM",9965590099,Yes,INDIAN BANK,AD(60); AE(60); AG(60),2750,"KIT - Kalaignar Karunanidhi Institute of Technology (Autonomous), Kannampalayam, Coimbatore District 641402",10,10,COIMBATORE,principal@kitcbe.com,Yes,Yes,1000,5000,,750,750,5000,30000,,3000,3000,8000,,Permanent,Permanent,,2500,2500,Yes,,Both,Both,No,COIMBATORE JUNCTION,,9965590099,641402,DR N MOHAN DAS GANDHI,SULUR,www.kitcbe.com
"#365, KGISL CAMPUS,",9976944477,No,CANARA BANK,CB(60); CS(120),2751,"KGISL Institute of Technology, KGISL Campus, Thudiyalur Road, Saravanampatti, Coimbatore District 641035",12,12,COIMBATORE,principal@kgkite.ac.in,Yes,Yes,0,0,,0,0,0,30000,,4500,4500,22000,,Permanent,Permanent,,2500,2500,Yes,,Veg,Veg,No,COIMBATORE JUNCTION,,9865052298,641035,DR S SURESH KUMAR,,www.kgkite.ac.in
