collegeCode,collegeName,highestCutoff,competitiveBranch,cutoffYear,closingRank,programs,placementRate,medianSalary,averageSalary,highestSalary,placementYears,nirfEngineering,nirfYear,naacGrade,autonomous,hostelAvailable,facilities,website,evidenceConfidence,evidenceSourceCount,evidenceSources,missingFields,dataCoveragePercent
2361,"Sasi Creative School of Archiecture, No.293/2B, Roja Raja Garden, Pollachi Main Road, Myleripalayam, Coimbatore District 641032",100.5,IF,2025,228954,1,,,,,0,,,,false,true,Transport | Central library | Wi-Fi campus | Auditorium | Cafeteria,www.scsa.ac.in,medium,2,https://scsa.ac.in/infrastructure/ | https://scsa.ac.in/,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade,54
2367,"Arjun College of Technology, Chettiyakkapalayam, Kinathukadavu, Coimbatore District 642120",150.5,EC,2025,117510,9,,,,,0,,,A,false,true,Laboratories | Central library,www.actechnology.in,medium,1,https://www.actechnology.in/,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering,62
2368,"Vishnu Lakshmi College of Engineering and Technology, Vellalore Post, Coimbatore District 641111",127,CE,2024,136785,1,,,,,0,,,,false,,,,unknown,0,,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade | hostelAvailable | facilities | website,31
2369,"Government College of Engineering, Chettikkarai Post, Dharmapuri District",183.5,CS,2025,27510,6,,,,,0,,,,false,true,,www.gcedpi.edu.in,unknown,0,,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade | facilities,46
2377,641062,197,CS,2025,2379,8,86.5,750000,,,3,101-150,2025,,false,true,Central library | Laboratories | Cafeteria | Medical facilities,www.psgitech.ac.in,high,3,https://psgitech.ac.in/uploads/pdf/NIRF/NIRF_2026_PSGiTech.pdf | https://www.nirfindia.org/Rankings/2025/EngineeringRanking150.html | https://psgitech.ac.in/,averageSalary | highestSalary | naacGrade,77
2378,Cheran College of Technology,152.5,EC,2024,80474,1,,,,,0,,,,false,,,,unknown,0,,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade | hostelAvailable | facilities | website,31
2601,"Adhiyamaan College of Engineering (Autonomous), Hosur, Krishnagiri District",158.5,CS,2025,94735,14,,,,,0,,,,true,true,,www.adhiyamaan.ac.in,unknown,0,,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade | facilities,46
2602,"AnnaiMathammal Sheela Engineering College, Erumapatty Post, Namakkal District 637013",146,AG,2025,130110,5,,,,,0,,,,false,true,Central library | Medical facilities | Auditorium | Cafeteria,www.amsheela.org.in,medium,2,https://www.amsheela.org.in/facilities.aspx | https://www.amsheela.org.in/,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade,54
2603,"Government College of Engineering (Autonomous), Bargur, Krishnagiri District",191,CS,2025,11109,5,,,,,0,,,,true,true,,www.gcebargur.ac.in,unknown,0,,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade | facilities,46
2607,"K S Rangasamy College of Technology (Autonomous), Tiruchengode, Namakkal District 637215",172,AD,2025,56730,13,85,,,,1,,,A,true,true,Sports facilities | Auditorium | Central library | Laboratories,https://ksrct.ac.in/,medium,3,https://ksrct.ac.in/training-placement.php | https://ksrct.ac.in/ | https://ksrct.ac.in/Life-at-Ksrct.php,medianSalary | averageSalary | highestSalary | nirfEngineering,69
2608,"M Kumarasamy College of Engineering (Autonomous), Thalavapalayam, Karur District 639113",176.5,CS,2025,44300,11,,,,680000,1,201-300,2025,A,true,true,Central library,WWW.MKCE.AC.IN,high,3,https://www.mkce.ac.in/placement | https://www.nirfindia.org/Rankings/2025/EngineeringRanking300.html | https://www.mkce.ac.in/,placementRate | medianSalary | averageSalary,77
2609,"Mahendra Engineering College (Autonomous), Mahendhirapuri, Mallasamudram, Namakkal District 637503",157.5,CS,2025,97067,11,,,,,0,,,A,true,true,Auditorium | Cafeteria | Medical facilities | Laboratories | Central library,www.mahendra.info,medium,3,https://mahendra.info/ | https://mahendra.info/other-facilities/ | https://mahendra.info/hostel/,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering,62
2610,"Muthayammal Engineering College (Autonomous), Rasipuram, Namakkal District 637408",142,CE,2025,140685,14,75.76,503707,,,3,,,A,true,true,Cafeteria | Auditorium | Central library,www.mec.edu.in,medium,3,https://mec.edu.in/storage/2026/03/Muthayammal-Engineering-College20260314-Engineering.pdf | https://mec.edu.in/about-us/accreditation/ | https://mec.edu.in/facilities/,averageSalary | highestSalary | nirfEngineering,77
2611,"Paavai Engineering College (Autonomous), NH-7, Pachal Post, Namakkal District 637018",159.5,AD,2025,91241,19,90.76,440000,,,3,,,A,true,true,Auditorium | Medical facilities | Central library | Gymnasium | Laboratories,http://pec.paavai.edu.in,medium,3,https://pec.paavai.edu.in/wp-content/uploads/2026/04/Paavai-Engineering-College.pdf | https://pec.paavai.edu.in/ | https://pec.paavai.edu.in/facilities/,averageSalary | highestSalary | nirfEngineering,77
2612,"P G P College of Engineering and Technology, Paramathi Post, Namakkal District 637207",127,EC,2025,179733,8,,,,,0,,,,false,true,,ww.pgpcet.ac.in,unknown,0,,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade | facilities,46
2613,"K S R College of Engineering (Autonomous), Tiruchengode, Namakkal District",167,CS,2025,70558,11,,,,,0,,,A,true,true,Central library | Laboratories | Medical facilities | Cafeteria,www.ksrce.ac.in,medium,1,https://www.ksrce.ac.in/,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering,62
2614,"S S M College of Engineering, Komarapalayam, Namakkal District 638183",130,PE,2025,173004,8,63.66,380000,,,2,,,,false,true,Central library | Laboratories | Sports facilities | Auditorium | Cafeteria,www.ssmce.ac.in,medium,4,https://www.ssmce.ac.in/pdf/NIRF-SSM_College_of_Engineering_2025_NEW.pdf | https://www.ssmce.ac.in/ | https://www.ssmce.ac.in/fac_infra.php | https://www.ssmce.ac.in/infrainitiative.php,averageSalary | highestSalary | nirfEngineering | naacGrade,69
2615,"Government College of Engineering (Autonomous), Karuppur, Salem District",195,CS,2025,4832,7,,,,,0,,,,true,true,,www.gcesalem.edu.in,unknown,0,,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade | facilities,46
2616,"Sapthagiri College of Engineering, Periyanahalli Post, Dharmapuri District",118,EC,2025,200561,4,,,,,0,,,,false,true,,www.sapthagirigroup.com,unknown,0,,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade | facilities,46
2617,"Sengunthar Engineering College (Autonomous), Tiruchengode, Namakkal District 637205",152.5,EC,2025,111320,12,95,420000,,,2,,,A,true,true,Medical facilities | Gymnasium | Central library,www.scteng.co.in,medium,3,https://sect.edu.in/pdf/OVERALL%20_NIRF%202025.pdf | https://sect.edu.in/ | https://sect.edu.in/infrastructure.html,averageSalary | highestSalary | nirfEngineering,77
2618,"Sona College of Technology (Autonomous), Suramangalam Post, Salem District",185,CS,2025,23821,18,,,,,0,151-200,2025,,false,,,,high,1,https://www.nirfindia.org/Rankings/2025/EngineeringRanking200.html,placementRate | medianSalary | averageSalary | highestSalary | naacGrade | hostelAvailable | facilities | website,38
2620,"Vivekanandha College of Engineering for Women (Autonomous), Sathinaickenpalayam, Elayampalayam Village, Kumaramangalam, Namakkal District 637205",168.5,AD,2025,65788,10,65.17,312000,280000,,4,,,,true,true,Cafeteria | Central library,www.vcenggw.ac.in,medium,3,https://www.vcenggw.ac.in/placement.php | https://www.vcenggw.ac.in/pdf/nirf/2026/Overall.pdf | https://www.vcenggw.ac.in/,highestSalary | nirfEngineering | naacGrade,77
2621,"Er. Perumal Manimekalai College of Engineering, (Autonomous) Near Koneripalli, Hosur, Krishnagiri District 635117",157.5,CS,2025,98196,12,,,,,0,,,,false,,,,unknown,0,,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade | hostelAvailable | facilities | website,31
2622,"V S B Engineering College(Autonomous),Kovai Road, Karur District 639111",179,CS,2025,38585,13,,,750000,4700000,1,,,A,true,true,Central library | Laboratories | Cafeteria,www.vsbec.com,medium,3,https://vsbec.edu.in/placements/ | https://admissions.vsbcetc.edu.in/application-form-vsb-karur-campus?utm_source=organic& | https://vsbec.edu.in/,placementRate | medianSalary | nirfEngineering,77
2623,"Mahendra College of Engineering, Attur Road, Minnampalli, Valapady, Salem District 636106",155.5,EC,2025,103243,7,,,,,0,,,,false,true,,www.mahendracollege.com,unknown,0,,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade | facilities,46
2624,"Gnanamani College of Technology(Autonomous), Pachal Post, Namakkal District 637018",144,BT,2025,136046,11,,,,,0,,,A,true,true,Central library | Transport | Innovation centre | Medical facilities,WWW.GCT.ORG.IN,medium,1,https://www.gct.org.in/,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering,62
2625,"The Kavery Engineering College, M Kalipatti Post, Mecheri, Salem District",144.5,EC,2025,134015,10,,,,,0,,,,false,true,Central library | Gymnasium | Medical facilities | Cafeteria,www.kavery.org.in,medium,3,https://www.kavery.org.in/ | https://www.kavery.org.in/hostel.aspx | https://www.kavery.org.in/infrastructure.aspx,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade,54
2627,"Selvam College of Technology, Pappanaickenpatti Post, Namakkal District",133.5,CS,2025,164005,9,80.4,225000,,,3,,,,false,true,Sports facilities | Transport | Central library,www.selvamtech.edu.in,medium,3,https://selvamtech.edu.in/wp-content/uploads/2026/04/SCT-NIRF-Engg-Application-2024-2025.pdf | https://selvamtech.edu.in/facilities/ | https://selvamtech.edu.in/,averageSalary | highestSalary | nirfEngineering | naacGrade,69
2628,"Paavai College of Engineering,(Autonomous), NH-7, Pachal Post, Namakkal District 637018",148.5,AD,2025,123085,8,,,,,0,,,A,false,true,Gymnasium | Innovation centre | Laboratories | Central library | Transport | Auditorium | Medical facilities,http://pce.paavai.edu.in,medium,3,https://pce.paavai.edu.in/ | https://pce.paavai.edu.in/naac/ | https://pce.paavai.edu.in/facilities/transport/,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering,62
2630,"Chettinad College of Engineering and Technology, NH-67, Trichy Main Road, Puliyur C F, Karur District 639114",162.5,CS,2025,83182,6,,,,200000,1,,,,false,true,Cafeteria | Transport | Central library | Laboratories,www.chettinadtech.ac.in,medium,2,https://www.chettinadtech.ac.in/assets/pdf/MandatoryDisclosure26.pdf | https://www.chettinadtech.ac.in/,placementRate | medianSalary | averageSalary | nirfEngineering | naacGrade,62
2632,"Mahendra Institute of Technology (Autonomous), Mahendhirapuri, Mallasamudram, Namakkal District 637503",137,EC,2025,155149,7,,,,,0,,,,true,true,,www.mahendratech.org,unknown,0,,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade | facilities,46
2633,"Vidyaa Vikas College of Engineering and Technology, Varahoorampatti, Tiruchengode, Namakkal District 637 214",104,SC,2025,225180,5,,,,,0,,,,false,true,,http://vvcet.ac.in/,unknown,0,,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade | facilities,46
2634,"Excel Engineering College (Autonomous), NH-544, Salem Main Road, Pallakapalayam, Sankari West Post, Komarapalayam Taluk, Namakkal District -",158,CB,2025,95580,16,,,320000,800000,1,,,,true,true,Cafeteria,www.excelinstitutions.com,medium,2,https://excelinstitutions.com/placement-day-2026-campus-to-corporate/ | https://excelinstitutions.com/campus-facilities/,placementRate | medianSalary | nirfEngineering | naacGrade,69
2635,"CMS College of Engineering, Emapuram Post, Namakkal District 637003",116,EC,2025,204591,7,,,,,0,,,,false,true,,www.cmsgroupofinstitutions.in,unknown,0,,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade | facilities,46
2636,"A V S Engineering College, Military Road, Ammapet, Salem District 636003",145.5,EC,2025,131870,9,,,,,0,,,A,false,true,Sports facilities | Cafeteria | Innovation centre | Laboratories | Central library,www.avsenggcollege.ac.in,medium,1,https://www.avsenggcollege.ac.in/,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering,62
2638,"Mahendra Engineering College for Women, Kumaramangalam, Namakkal District 637205",138,EC,2025,152015,3,,,,,0,,,,false,true,Medical facilities | Cafeteria | Laboratories | Innovation centre | Gymnasium | Central library,www.mecw.org,medium,3,https://mecw.org/hostel/ | https://mecw.org/ | https://mecw.org/naac/,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade,54
2639,"Narasu'sSarathy Institute of Technology, Poosaripatty Village, Omalur Taluk, Salem District 636305",143.5,IT,2025,136945,7,,,,,0,,,,false,true,,www.nsit.edu.in,unknown,0,,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade | facilities,46
2640,"Jayalakshmi Institute of Technology, Thoppur, Dharmapuri District 635352",127.5,AG,2025,178615,8,,,,,0,,,,false,true,Cafeteria | Auditorium | Central library,www.jit.net.in,medium,1,https://www.jit.net.in/,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade,54
2641,"VaruvanVadivelan Institute of Technology, Nallanahalli, Dharmapuri District",113.499999999999,AD,2025,209240,7,,,,,0,,,,false,true,,www.vvitengineering.com,unknown,0,,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade | facilities,46
2642,"P S V College of Engineeering and Technology, Mittapalli, Balinayanapalli Post, Elathagiri, Krishnagiri District 635108",155.5,AD,2025,102683,9,94.41,400000,,,3,,,A,false,true,Cafeteria | Auditorium | Medical facilities | Gymnasium | Central library,www.psvcet.ac.in,medium,3,https://psvcet.ac.in/psv-doc/psv2026overall.pdf | https://psvcet.ac.in/ | https://psvcet.ac.in/hostel/,averageSalary | highestSalary | nirfEngineering,77
2643,"Bharathiyar Institute of Engineering for Women, Deviayakurichi, Attur Taluk, Salem District 636112",146,IT,2025,130592,6,87.22,288000,,,1,,,B,false,true,Central library | Laboratories | Innovation centre | Auditorium,www.biew.ac.in,medium,2,https://biew.ac.in/wp-content/uploads/2023/02/BHARATHIYAR-INSTITUTE-OF-ENGINEERING-FOR-WOMEN20230120-OVERALL.pdf | https://biew.ac.in/,averageSalary | highestSalary | nirfEngineering,77
2646,"Tagore Institute of Engineering and Technology, Deviyakurichi, Attur Taluk, Salem District 636112",130,EC,2025,173066,8,,,,,0,,,,false,true,,www.tagoreiet.ac.in,unknown,0,,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade | facilities,46
2647,"J K K Nataraja College of Engineering and Technology, Komarapalayam Amani, Thattankuttai Panchayat, Namakkal District 638183",139,CS,2025,149008,5,95,168000,1200000,450000,2,,,A,false,true,Sports facilities | Auditorium | Cafeteria | Wi-Fi campus | Central library | Transport,https://engg.jkkn.ac.in,medium,4,https://placements.jkkn.ac.in/ | https://engg.jkkn.ac.in/documents/nirf/2024/engineering.pdf | https://engg.jkkn.ac.in/ | https://engg.jkkn.ac.in/facilities/transport,nirfEngineering,92
2648,"Annapoorana Engineering College (Autonomous), Sankari Main Road, NH-47, Periaseeragapadi, Salem District 636308",152.5,CS,2025,111815,9,79.32,350000,,,3,,,,true,true,Medical facilities | Laboratories | Central library,www.aecsalem.edu.in,medium,2,https://www.aecsalem.edu.in/files/NIRF/AEC-NIRF-2026.pdf | https://www.aecsalem.edu.in/,averageSalary | highestSalary | nirfEngineering | naacGrade,69
2650,"Christ The King Engineering College, Cecilia Gardens, Chikkarampalayam Village, Coimbatore District 641104",135,IT,2025,159214,6,98.46,400000,,,3,,,B,false,true,Central library,www.ckec.ac.in,medium,2,https://ckec.ac.in/ANNAUNIVERSITY/nirf/nirf2026.pdf | http://www.ckec.ac.in/,averageSalary | highestSalary | nirfEngineering,77
2651,"Jai Shriram Engineering College, Dharapuram Road, Avinashi Palayam, Tiruppur District 638660",154.5,EC,2025,106612,8,89.13,325000,,,1,,,,false,true,Central library | Auditorium,www.jayshriram.edu.in,medium,2,https://www.jayshriram.edu.in/pdf/NIRF-Overall_merged.pdf | https://www.jayshriram.edu.in/,averageSalary | highestSalary | nirfEngineering | naacGrade,69
2652,"AL-Ameen Engineering College (Autonomous), KarundevanPalayam, NanjaiUthukuli Post, Erode District 638104",134.5,AD,2025,161006,6,97.94,240000,,,3,,,,true,true,Transport | Central library,www.alameen.ac.in,medium,2,https://alameen.ac.in/wp-content/uploads/2026/04/AL-Ameen-Engineering-College20260415-1-3.pdf | https://alameen.ac.in/,averageSalary | highestSalary | nirfEngineering | naacGrade,69
2653,"Knowledge Institute of Technology(Autonomous), KIOT Campus, Kakapalayam Post, Salem District 637504",174,CS,2025,50930,9,94.9,350000,,,3,,,B,true,true,Central library,www.kiot.ac.in,medium,2,https://kiot.ac.in/wp-content/uploads/2026/04/NIRF-2026-Engineering.pdf | https://kiot.ac.in/,averageSalary | highestSalary | nirfEngineering,77
2656,"Builders Engineering college, Nathakadaiyur, Erode Road, Palayakottai Village, Kangeyam, Tiruppur District 638108",179,CS,2025,38132,9,,,,,0,,,,false,true,,www.builderscollege.edu.in,unknown,0,,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade | facilities,46
2658,"V S A Group of Institutions, NH-47, Uthamasola Puram Post, Salem District",128.5,CS,2025,176546,4,90,,,,1,,,,false,true,Central library | Laboratories | Cafeteria,www.vsagroup.ac.in,medium,1,https://www.vsagroup.ac.in/,medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade,62
2659,"Salem College of Engineering and Technology, Salem-Attur Main Road, NH-68, MettupattyPerumapalayam, Salem District 636111",138,AD,2025,152320,9,,,,,0,,,,false,,,,unknown,0,,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade | hostelAvailable | facilities | website,31
2673,"Sree Sakthi Engineering College, Bettathapuram, Bilichi Village, Karamadai, Coimbatore District 641104",168,CS,2025,68213,9,96.72,330000,500000,1400000,3,,,A,false,true,Gymnasium | Central library | Cafeteria,www.sreesakthi.edu.in,medium,4,https://www.sreesakthi.edu.in/assets/documents/Annual-Report.pdf | https://www.sreesakthi.edu.in/assets/documents/iqac/NIRF.pdf | https://www.sreesakthi.edu.in/naac | https://www.sreesakthi.edu.in/,nirfEngineering,92
2683,"Shreenivasa Engineering College, B Pallipatti, Bommidi, Pappireddipatti Taluk, Dharmapuri District 635301",122.5,AD,2025,190303,8,,,,,0,,,,false,true,Central library,www.shreenivasa.info,medium,1,https://shreenivasa.info/,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade,54
2702,"Bannari Amman Institute of Technology (Autonomous), Sathyamanagalam, Erode District 638401",189.5,CS,2025,14432,11,87.37,550000,,4400000,4,,,A,true,true,Auditorium | Cafeteria | Sports facilities | Medical facilities | Transport | Central library | Laboratories | Innovation centre,bitsathy.ac.in,medium,6,https://www.bitsathy.ac.in/placement/ | https://www.bitsathy.ac.in/wp-content/uploads/NIFR-2026.pdf | https://www.bitsathy.ac.in/ | https://www.bitsathy.ac.in/campus-facilities/ | https://www.bitsathy.ac.in/sports-facilities/ | https://www.bitsathy.ac.in/college-bus-facility/,averageSalary | nirfEngineering,85
2704,"Coimbatore Institute of Engineering and Technolgoy (Autonomous), Narasipuram Post, Coimbatore District 641109",176,CS,2025,46685,11,,,800000,,1,,,A,true,true,Central library | Auditorium,www.cietcbe.edu.in,medium,2,https://www.cietcbe.edu.in/placements | https://www.cietcbe.edu.in/,placementRate | medianSalary | highestSalary | nirfEngineering,69
2705,"CSI College of Engineering, Ketti, The Nilgiris 643215",148.5,AD,2025,123006,7,79.63,370000,,,2,,,,false,true,Medical facilities | Central library | Transport,www.csice.edu.in,medium,2,https://csice.edu.in/wp-content/uploads/2025/02/NIRF_CSI-College-of-Engineering20250121.pdf | https://csice.edu.in/,averageSalary | highestSalary | nirfEngineering | naacGrade,69
2706,"Dr. Mahalingam College of Engineering and Technology (Autonomous), Mackinaickenpatti Post, Pollachi Taluk, Coimbatore District 642003",187.5,CS,2025,18352,11,,,,,0,,,,true,true,,www.mcet.in,unknown,0,,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade | facilities,46
2707,"Erode Sengunthar Engineering College (Autonomous), Thudupathi Post, Erode District 638057",159.5,SC,2025,91597,19,95.92,350000,,,3,,,,true,true,Auditorium | Central library | Innovation centre,www.erode-sengunthar.ac.in,medium,3,https://erode-sengunthar.ac.in/wp-content/uploads/2026/04/NIRF-ENGG-26.pdf | https://erode-sengunthar.ac.in/overall-infrastructure-gallery/ | https://erode-sengunthar.ac.in/,averageSalary | highestSalary | nirfEngineering | naacGrade,69
2708,"Hindusthan College of Engineering and Technology (Autonomous), Othakkalmandapam Post, Coimbatore District 641032",181,CS,2025,33347,17,,,,,0,201-300,2025,A,true,true,Central library | Gymnasium | Laboratories | Cafeteria,www.hindusthan.net,high,3,https://www.nirfindia.org/Rankings/2025/EngineeringRanking300.html | https://www.hindusthan.net/ | https://www.hindusthan.net/the-campus-experience.html,placementRate | medianSalary | averageSalary | highestSalary,69
2709,"Government Engineering College (Formerly Institute of Road and Transport Technology), Vasavi College Post, Erode District 638316",191.5,CS,2025,11049,8,24.84,140000,,,1,,,,false,true,Innovation centre | Laboratories | Gymnasium | Central library | Transport | Medical facilities | Auditorium | Cafeteria,www.gcee.ac.in,medium,3,https://www.gcee.ac.in/NIRF/NIRF2024.pdf | https://www.gcee.ac.in/ | https://www.gcee.ac.in/medicalfacilities.php,averageSalary | highestSalary | nirfEngineering | naacGrade,69
2710,"Karpagam College of Engineering (Autonomous), Othakkalmandapam, Coimbatore District 641032",193.5,SC,2025,7129,9,,,,450000,1,201-300,2025,A,true,true,Innovation centre | Central library | Auditorium | Cafeteria | Sports facilities,http://www.kce.ac.in,high,3,https://kce.ac.in/placement-overview | https://www.nirfindia.org/Rankings/2025/EngineeringRanking300.html | https://kce.ac.in/,placementRate | medianSalary | averageSalary,77
2711,"Kongu Engineering College (Autonomous), Perundurai, Erode District 638052 Kongu School of Architecture, Kongu Engineering College Campus, Perundurai",186.5,CS,2025,20273,14,,,,,0,101-150,2025,,true,true,,www.kongu.ac.in,high,1,https://www.nirfindia.org/Rankings/2025/EngineeringRanking150.html,placementRate | medianSalary | averageSalary | highestSalary | naacGrade | facilities,54
2712,"Kumaraguru College of Technology (Autonomous), Chinnavedampatti Post, Coimbatore District 641006",195.5,CS,2025,4268,14,,,580000,,1,151-200,2025,A,true,true,Central library | Laboratories | Gymnasium | Medical facilities | Sports facilities | Cafeteria | Auditorium,www.kct.ac.in,high,4,https://kct.ac.in/wp-content/uploads/2024/07/KCT_Annual-Report-23.pdf | https://www.nirfindia.org/Rankings/2025/EngineeringRanking200.html | https://kct.ac.in/the-campus/ | https://kct.ac.in/,placementRate | medianSalary | highestSalary,77
2713,"M P Nachimuthu M Jaganathan Engineering College, Chennimalai, Erode District 638112",143,EC,2025,138979,6,83.64,300000,,,3,,,,false,true,Cafeteria | Gymnasium | Innovation centre | Laboratories | Central library,www.mpnmjec.ac.in,medium,3,https://mpnmjec.ac.in/wp-content/uploads/2026/04/NIRF2026-ENGG.pdf | https://mpnmjec.ac.in/ | https://mpnmjec.ac.in/naac-2/,averageSalary | highestSalary | nirfEngineering | naacGrade,69
2715,"Nandha Engineering College (Autonomous), Pitchandampalayam Post, Erode District 638052",165.5,CS,2025,74256,12,92.59,414000,,4400000,3,,,A,true,true,Auditorium | Cafeteria | Sports facilities | Laboratories | Gymnasium | Central library | Transport,www.nandhaengg.org,medium,4,https://nandhaengg.org/placement/ | https://nandhaengg.org/wp-content/uploads/2025/02/NEC-NIRF-2025-Engineering.pdf | https://nandhaengg.org/ | https://nandhaengg.org/facilities/,averageSalary | nirfEngineering,85
2716,"Park College of Engineering and Technology, Kaniyur, Coimbatore District",155,AD,2025,104091,15,81.91,210000,,,2,,,A,false,true,Central library | Laboratories,www.pcet.ac.in,medium,3,https://www.pcet.ac.in/NIRF/PCET_NIRF_Engineering.pdf | https://www.pcet.ac.in/ | https://www.pcet.ac.in/infrastructure/,averageSalary | highestSalary | nirfEngineering,77
2717,"Sasurie College of Engineering, Vijayamangalam, Tiruppur District 638056",130,CE,2025,172843,8,,,,,0,,,,false,,,,unknown,0,,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade | hostelAvailable | facilities | website,31
2718,"Sri Krishna College of Enginering and Technology (Autonomous) ,Kuniamuthur, Coimbatore District 641008",192,CS,2025,9615,13,91.46,800000,,,3,100,2025,A,true,true,Central library | Medical facilities,www.skcet.ac.in,high,3,https://skcet.ac.in/wp-content/uploads/2026/04/Overall.pdf | https://www.nirfindia.org/Rankings/2025/EngineeringRanking.html | https://skcet.ac.in/,averageSalary | highestSalary,85
2719,"Sri Ramakrishna Engineering College (Autonomous), Vattamalaipalayam, Coimbatore District 641022",187,CS,2025,19855,12,,,,,0,151-200,2025,,true,true,,www.srec.ac.in,high,1,https://www.nirfindia.org/Rankings/2025/EngineeringRanking200.html,placementRate | medianSalary | averageSalary | highestSalary | naacGrade | facilities,54
2721,"Tamilnadu College of Engineering, Karumathampatti Post, Coimbatore District",152,CS,2025,112701,9,,,,,0,,,,false,true,Medical facilities | Sports facilities | Cafeteria | Auditorium | Central library | Laboratories | Innovation centre | Gymnasium | Wi-Fi campus,www.tnce.in,medium,4,https://tnce.ac.in/clubs | https://tnce.ac.in/naac | https://tnce.ac.in/facilities | https://tnce.ac.in/,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade,54
2723,"Velalar College of Engineering and Technology (Autonomous), Thindal Post, Erode District 638012",174.5,CS,2025,50068,10,85,350000,,900000,4,,,A,true,true,Cafeteria | Sports facilities | Central library | Gymnasium | Innovation centre | Laboratories,www.velalarengg.ac.in,medium,2,https://www.velalarengg.ac.in/ | https://www.velalarengg.ac.in/wp-content/uploads/2026/04/NIRF-2026-IR-E-C-37094-Report-Engineering.pdf,averageSalary | nirfEngineering,85
2725,"Sri Ramakrishna Institute of Technology (Autonomous), Pachapalayam, Coimbatore District 641010",177,AD,2025,43444,6,,,,,0,,,,true,true,,www.srit.org,unknown,0,,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade | facilities,46
2726,"SNS College of Technology (Autonomous), Kalappatti Post, Coimbatore District",183.49,AO,2025,28201,18,86,615000,,5300000,4,201-300,2025,A,true,true,Gymnasium,www.snsct.org,high,3,https://snsct.org/ | https://snsiqac.org/NIRF/NIRF%202026/NIRF%202026_SNSCT_ENGG.pdf | https://www.nirfindia.org/Rankings/2025/EngineeringRanking300.html,averageSalary,92
2727,"Sri Shakthi Institute of Engineering and Technology (Autonomous), L&T Bye- Pass, Venkitapuram Post, Comibatore District 641062",176,CS,2025,46733,14,,,,,0,,,,true,true,,www.siet.ac.in,unknown,0,,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade | facilities,46
2729,"Nehru Institute of Engineering and Technology, Thirumalayampalayam Post, Coimbatore District 641105",174,CS,2025,51575,9,93.5,440000,,1800000,4,,,A,false,true,Medical facilities | Cafeteria | Innovation centre | Central library,www.nehrucolleges.org,medium,3,https://www.nehrucolleges.org/ | https://www.nehrucolleges.org/docs/nirf/2026/NIET-26-NIRF-ENGINEERING.pdf | https://www.nehrucolleges.org/gallery-facilities,averageSalary | nirfEngineering,85
2731,"R V S College of Engineering and Technology, Kannampalayam, Sulur, Coimbatore District 641402",164,CS,2025,78787,8,,,,,0,,,A,false,true,Medical facilities | Sports facilities | Cafeteria | Transport | Central library | Laboratories | Innovation centre | Gymnasium,www.rvscet.ac.in,medium,2,https://rvscet.ac.in/ | https://rvscet.ac.in/campus-life/,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering,62
